Product_Name,Week,Year,Week_Number,Total_Quantity
CLINMISKIN GEL,2022-W01,"2,022",1,1
CLINMISKIN GEL,2022-W02,"2,022",2,0
CLINMISKIN GEL,2022-W03,"2,022",3,1
CLINMISKIN GEL,2022-W04,"2,022",4,1
CLINMISKIN GEL,2022-W05,"2,022",5,0
CLINMISKIN GEL,2022-W06,"2,022",6,2
CLINMISKIN GEL,2022-W07,"2,022",7,2
CLINMISKIN GEL,2022-W08,"2,022",8,1
CLINMISKIN GEL,2022-W09,"2,022",9,1
CLINMISKIN GEL,2022-W10,"2,022",10,1
CLINMISKIN GEL,2022-W11,"2,022",11,0
CLINMISKIN GEL,2022-W12,"2,022",12,0
CLINMISKIN GEL,2022-W13,"2,022",13,1
CLINMISKIN GEL,2022-W14,"2,022",14,1
CLINMISKIN GEL,2022-W15,"2,022",15,0
CLINMISKIN GEL,2022-W16,"2,022",16,0
CLINMISKIN GEL,2022-W17,"2,022",17,0
CLINMISKIN GEL,2022-W18,"2,022",18,0
CLINMISKIN GEL,2022-W19,"2,022",19,0
CLINMISKIN GEL,2022-W20,"2,022",20,0
CLINMISKIN GEL,2022-W21,"2,022",21,0
CLINMISKIN GEL,2022-W22,"2,022",22,0
CLINMISKIN GEL,2022-W23,"2,022",23,0
CLINMISKIN GEL,2022-W24,"2,022",24,0
CLINMISKIN GEL,2022-W25,"2,022",25,0
CLINMISKIN GEL,2022-W26,"2,022",26,0
CLINMISKIN GEL,2022-W27,"2,022",27,0
CLINMISKIN GEL,2022-W28,"2,022",28,0
CLINMISKIN GEL,2022-W29,"2,022",29,4
CLINMISKIN GEL,2022-W30,"2,022",30,0
CLINMISKIN GEL,2022-W31,"2,022",31,0
CLINMISKIN GEL,2022-W32,"2,022",32,0
CLINMISKIN GEL,2022-W33,"2,022",33,0
CLINMISKIN GEL,2022-W34,"2,022",34,1
CLINMISKIN GEL,2022-W35,"2,022",35,2
CLINMISKIN GEL,2022-W36,"2,022",36,1
CLINMISKIN GEL,2022-W37,"2,022",37,4
CLINMISKIN GEL,2022-W38,"2,022",38,0
CLINMISKIN GEL,2022-W39,"2,022",39,1
CLINMISKIN GEL,2022-W40,"2,022",40,1
CLINMISKIN GEL,2022-W41,"2,022",41,0
CLINMISKIN GEL,2022-W42,"2,022",42,0
CLINMISKIN GEL,2022-W43,"2,022",43,0
CLINMISKIN GEL,2022-W44,"2,022",44,4
CLINMISKIN GEL,2022-W45,"2,022",45,3
CLINMISKIN GEL,2022-W46,"2,022",46,1
CLINMISKIN GEL,2022-W47,"2,022",47,0
CLINMISKIN GEL,2022-W48,"2,022",48,0
CLINMISKIN GEL,2022-W49,"2,022",49,1
CLINMISKIN GEL,2022-W50,"2,022",50,2
CLINMISKIN GEL,2022-W51,"2,022",51,2
CLINMISKIN GEL,2022-W52,"2,022",52,4
CLINMISKIN GEL,2022-W53,"2,022",53,0
CLINMISKIN GEL,2023-W01,"2,023",1,3
CLINMISKIN GEL,2023-W02,"2,023",2,0
CLINMISKIN GEL,2023-W03,"2,023",3,0
CLINMISKIN GEL,2023-W04,"2,023",4,0
CLINMISKIN GEL,2023-W05,"2,023",5,0
CLINMISKIN GEL,2023-W06,"2,023",6,0
CLINMISKIN GEL,2023-W07,"2,023",7,0
CLINMISKIN GEL,2023-W08,"2,023",8,0
CLINMISKIN GEL,2023-W09,"2,023",9,0
CLINMISKIN GEL,2023-W10,"2,023",10,2
CLINMISKIN GEL,2023-W11,"2,023",11,1
CLINMISKIN GEL,2023-W12,"2,023",12,0
CLINMISKIN GEL,2023-W13,"2,023",13,1
CLINMISKIN GEL,2023-W14,"2,023",14,0
CLINMISKIN GEL,2023-W15,"2,023",15,3
CLINMISKIN GEL,2023-W16,"2,023",16,0
CLINMISKIN GEL,2023-W17,"2,023",17,0
CLINMISKIN GEL,2023-W18,"2,023",18,0
CLINMISKIN GEL,2023-W19,"2,023",19,1
CLINMISKIN GEL,2023-W20,"2,023",20,0
CLINMISKIN GEL,2023-W21,"2,023",21,2
CLINMISKIN GEL,2023-W22,"2,023",22,2
CLINMISKIN GEL,2023-W23,"2,023",23,0
CLINMISKIN GEL,2023-W24,"2,023",24,1
CLINMISKIN GEL,2023-W25,"2,023",25,1
CLINMISKIN GEL,2023-W26,"2,023",26,0
CLINMISKIN GEL,2023-W27,"2,023",27,0
CLINMISKIN GEL,2023-W28,"2,023",28,0
CLINMISKIN GEL,2023-W29,"2,023",29,0
CLINMISKIN GEL,2023-W30,"2,023",30,0
CLINMISKIN GEL,2023-W31,"2,023",31,3
CLINMISKIN GEL,2023-W32,"2,023",32,2
CLINMISKIN GEL,2023-W33,"2,023",33,4
CLINMISKIN GEL,2023-W34,"2,023",34,1
CLINMISKIN GEL,2023-W35,"2,023",35,4
CLINMISKIN GEL,2023-W36,"2,023",36,3
CLINMISKIN GEL,2023-W37,"2,023",37,2
CLINMISKIN GEL,2023-W38,"2,023",38,1
CLINMISKIN GEL,2023-W39,"2,023",39,3
CLINMISKIN GEL,2023-W40,"2,023",40,0
CLINMISKIN GEL,2023-W41,"2,023",41,2
CLINMISKIN GEL,2023-W42,"2,023",42,1
CLINMISKIN GEL,2023-W43,"2,023",43,1
CLINMISKIN GEL,2023-W44,"2,023",44,1
CLINMISKIN GEL,2023-W45,"2,023",45,2
CLINMISKIN GEL,2023-W46,"2,023",46,2
CLINMISKIN GEL,2023-W47,"2,023",47,3
CLINMISKIN GEL,2023-W48,"2,023",48,2
CLINMISKIN GEL,2023-W49,"2,023",49,2
CLINMISKIN GEL,2023-W50,"2,023",50,4
CLINMISKIN GEL,2023-W51,"2,023",51,0
CLINMISKIN GEL,2023-W52,"2,023",52,2
CLINMISKIN GEL,2023-W53,"2,023",53,0
CLINMISKIN GEL,2024-W01,"2,024",1,0
CLINMISKIN GEL,2024-W02,"2,024",2,1
CLINMISKIN GEL,2024-W03,"2,024",3,1
CLINMISKIN GEL,2024-W04,"2,024",4,1
CLINMISKIN GEL,2024-W05,"2,024",5,0
CLINMISKIN GEL,2024-W06,"2,024",6,1
CLINMISKIN GEL,2024-W07,"2,024",7,0
CLINMISKIN GEL,2024-W08,"2,024",8,1
CLINMISKIN GEL,2024-W09,"2,024",9,0
CLINMISKIN GEL,2024-W10,"2,024",10,0
CLINMISKIN GEL,2024-W11,"2,024",11,0
CLINMISKIN GEL,2024-W12,"2,024",12,1
CLINMISKIN GEL,2024-W13,"2,024",13,3
CLINMISKIN GEL,2024-W14,"2,024",14,3
CLINMISKIN GEL,2024-W15,"2,024",15,1
CLINMISKIN GEL,2024-W16,"2,024",16,2
CLINMISKIN GEL,2024-W17,"2,024",17,1
CLINMISKIN GEL,2024-W18,"2,024",18,4
CLINMISKIN GEL,2024-W19,"2,024",19,1
CLINMISKIN GEL,2024-W20,"2,024",20,1
CLINMISKIN GEL,2024-W21,"2,024",21,2
CLINMISKIN GEL,2024-W22,"2,024",22,0
CLINMISKIN GEL,2024-W23,"2,024",23,1
CLINMISKIN GEL,2024-W24,"2,024",24,15
CLINMISKIN GEL,2024-W25,"2,024",25,0
CLINMISKIN GEL,2024-W26,"2,024",26,2
CLINMISKIN GEL,2024-W27,"2,024",27,1
CLINMISKIN GEL,2024-W28,"2,024",28,7
CLINMISKIN GEL,2024-W29,"2,024",29,0
CLINMISKIN GEL,2024-W30,"2,024",30,2
CLINMISKIN GEL,2024-W31,"2,024",31,0
CLINMISKIN GEL,2024-W32,"2,024",32,6
CLINMISKIN GEL,2024-W33,"2,024",33,1
CLINMISKIN GEL,2024-W34,"2,024",34,1
CLINMISKIN GEL,2024-W35,"2,024",35,0
CLINMISKIN GEL,2024-W36,"2,024",36,3
CLINMISKIN GEL,2024-W37,"2,024",37,1
CLINMISKIN GEL,2024-W38,"2,024",38,4
CLINMISKIN GEL,2024-W39,"2,024",39,0
CLINMISKIN GEL,2024-W40,"2,024",40,2
CLINMISKIN GEL,2024-W41,"2,024",41,5
CLINMISKIN GEL,2024-W42,"2,024",42,2
CLINMISKIN GEL,2024-W43,"2,024",43,0
CLINMISKIN GEL,2024-W44,"2,024",44,1
CLINMISKIN GEL,2024-W45,"2,024",45,2
CLINMISKIN GEL,2024-W46,"2,024",46,6
CLINMISKIN GEL,2024-W47,"2,024",47,1
CLINMISKIN GEL,2024-W48,"2,024",48,0
CLINMISKIN GEL,2024-W49,"2,024",49,0
CLINMISKIN GEL,2024-W50,"2,024",50,1
CLINMISKIN GEL,2024-W51,"2,024",51,1
CLINMISKIN GEL,2024-W52,"2,024",52,0
CLINMISKIN GEL,2024-W53,"2,024",53,0
CLINMISKIN GEL,2025-W01,"2,025",1,1
CLINMISKIN GEL,2025-W02,"2,025",2,1
CLINMISKIN GEL,2025-W03,"2,025",3,3
CLINMISKIN GEL,2025-W04,"2,025",4,0
CLINMISKIN GEL,2025-W05,"2,025",5,2
CLINMISKIN GEL,2025-W06,"2,025",6,0
CLINMISKIN GEL,2025-W07,"2,025",7,2
CLINMISKIN GEL,2025-W08,"2,025",8,1
CLINMISKIN GEL,2025-W09,"2,025",9,2
CLINMISKIN GEL,2025-W10,"2,025",10,0
CLINMISKIN GEL,2025-W11,"2,025",11,5
CLINMISKIN GEL,2025-W12,"2,025",12,0
CLINMISKIN GEL,2025-W13,"2,025",13,2
CLINMISKIN GEL,2025-W14,"2,025",14,1
CLINMISKIN GEL,2025-W15,"2,025",15,1
CLINMISKIN GEL,2025-W16,"2,025",16,2
CLINMISKIN GEL,2025-W17,"2,025",17,1
CLINMISKIN GEL,2025-W18,"2,025",18,2
CLINMISKIN GEL,2025-W19,"2,025",19,1
CLINMISKIN GEL,2025-W20,"2,025",20,1
CLINMISKIN GEL,2025-W21,"2,025",21,2
CLINMISKIN GEL,2025-W22,"2,025",22,1
CLINMISKIN GEL,2025-W23,"2,025",23,2
CLINMISKIN GEL,2025-W24,"2,025",24,1
CLINMISKIN GEL,2025-W25,"2,025",25,2
CLINMISKIN GEL,2025-W26,"2,025",26,1
CLINMISKIN GEL,2025-W27,"2,025",27,3
CLINMISKIN GEL,2025-W28,"2,025",28,0
CLINMISKIN GEL,2025-W29,"2,025",29,0
CLINMISKIN GEL,2025-W30,"2,025",30,0
CLINMISKIN GEL,2025-W31,"2,025",31,1
CLINMISKIN GEL,2025-W32,"2,025",32,1
CLINMISKIN GEL,2025-W33,"2,025",33,3
CLINMISKIN GEL,2025-W34,"2,025",34,2
CLINMISKIN GEL,2025-W35,"2,025",35,1
CLINMISKIN GEL,2025-W36,"2,025",36,3
CLINMISKIN GEL,2025-W37,"2,025",37,2
CLINMISKIN GEL,2025-W38,"2,025",38,1
CLINMISKIN GEL,2025-W39,"2,025",39,1
CLINMISKIN GEL,2025-W40,"2,025",40,0
CLINMISKIN GEL,2025-W41,"2,025",41,1
CLINMISKIN GEL,2025-W42,"2,025",42,2
DESWIN  TAB,2022-W01,"2,022",1,10
DESWIN  TAB,2022-W02,"2,022",2,20
DESWIN  TAB,2022-W03,"2,022",3,23
DESWIN  TAB,2022-W04,"2,022",4,11
DESWIN  TAB,2022-W05,"2,022",5,12
DESWIN  TAB,2022-W06,"2,022",6,64
DESWIN  TAB,2022-W07,"2,022",7,38
DESWIN  TAB,2022-W08,"2,022",8,31
DESWIN  TAB,2022-W09,"2,022",9,58
DESWIN  TAB,2022-W10,"2,022",10,32
DESWIN  TAB,2022-W11,"2,022",11,47
DESWIN  TAB,2022-W12,"2,022",12,42
DESWIN  TAB,2022-W13,"2,022",13,7
DESWIN  TAB,2022-W14,"2,022",14,41
DESWIN  TAB,2022-W15,"2,022",15,17
DESWIN  TAB,2022-W16,"2,022",16,17
DESWIN  TAB,2022-W17,"2,022",17,0
DESWIN  TAB,2022-W18,"2,022",18,47
DESWIN  TAB,2022-W19,"2,022",19,47
DESWIN  TAB,2022-W20,"2,022",20,36
DESWIN  TAB,2022-W21,"2,022",21,46
DESWIN  TAB,2022-W22,"2,022",22,52
DESWIN  TAB,2022-W23,"2,022",23,0
DESWIN  TAB,2022-W24,"2,022",24,15
DESWIN  TAB,2022-W25,"2,022",25,48
DESWIN  TAB,2022-W26,"2,022",26,31
DESWIN  TAB,2022-W27,"2,022",27,10
DESWIN  TAB,2022-W28,"2,022",28,0
DESWIN  TAB,2022-W29,"2,022",29,3
DESWIN  TAB,2022-W30,"2,022",30,0
DESWIN  TAB,2022-W31,"2,022",31,10
DESWIN  TAB,2022-W32,"2,022",32,0
DESWIN  TAB,2022-W33,"2,022",33,0
DESWIN  TAB,2022-W34,"2,022",34,0
DESWIN  TAB,2022-W35,"2,022",35,0
DESWIN  TAB,2022-W36,"2,022",36,0
DESWIN  TAB,2022-W37,"2,022",37,0
DESWIN  TAB,2022-W38,"2,022",38,0
DESWIN  TAB,2022-W39,"2,022",39,0
DESWIN  TAB,2022-W40,"2,022",40,0
DESWIN  TAB,2022-W41,"2,022",41,8
DESWIN  TAB,2022-W42,"2,022",42,36
DESWIN  TAB,2022-W43,"2,022",43,87
DESWIN  TAB,2022-W44,"2,022",44,105
DESWIN  TAB,2022-W45,"2,022",45,79
DESWIN  TAB,2022-W46,"2,022",46,57
DESWIN  TAB,2022-W47,"2,022",47,42
DESWIN  TAB,2022-W48,"2,022",48,54
DESWIN  TAB,2022-W49,"2,022",49,30
DESWIN  TAB,2022-W50,"2,022",50,37
DESWIN  TAB,2022-W51,"2,022",51,31
DESWIN  TAB,2022-W52,"2,022",52,10
DESWIN  TAB,2022-W53,"2,022",53,0
DESWIN  TAB,2023-W01,"2,023",1,54
DESWIN  TAB,2023-W02,"2,023",2,51
DESWIN  TAB,2023-W03,"2,023",3,53
DESWIN  TAB,2023-W04,"2,023",4,44
DESWIN  TAB,2023-W05,"2,023",5,74
DESWIN  TAB,2023-W06,"2,023",6,19
DESWIN  TAB,2023-W07,"2,023",7,12
DESWIN  TAB,2023-W08,"2,023",8,54
DESWIN  TAB,2023-W09,"2,023",9,72
DESWIN  TAB,2023-W10,"2,023",10,32
DESWIN  TAB,2023-W11,"2,023",11,18
DESWIN  TAB,2023-W12,"2,023",12,21
DESWIN  TAB,2023-W13,"2,023",13,25
DESWIN  TAB,2023-W14,"2,023",14,15
DESWIN  TAB,2023-W15,"2,023",15,22
DESWIN  TAB,2023-W16,"2,023",16,0
DESWIN  TAB,2023-W17,"2,023",17,58
DESWIN  TAB,2023-W18,"2,023",18,24
DESWIN  TAB,2023-W19,"2,023",19,95
DESWIN  TAB,2023-W20,"2,023",20,9
DESWIN  TAB,2023-W21,"2,023",21,1
DESWIN  TAB,2023-W22,"2,023",22,0
DESWIN  TAB,2023-W23,"2,023",23,37
DESWIN  TAB,2023-W24,"2,023",24,39
DESWIN  TAB,2023-W25,"2,023",25,11
DESWIN  TAB,2023-W26,"2,023",26,0
DESWIN  TAB,2023-W27,"2,023",27,4
DESWIN  TAB,2023-W28,"2,023",28,0
DESWIN  TAB,2023-W29,"2,023",29,0
DESWIN  TAB,2023-W30,"2,023",30,24
DESWIN  TAB,2023-W31,"2,023",31,44
DESWIN  TAB,2023-W32,"2,023",32,32
DESWIN  TAB,2023-W33,"2,023",33,49
DESWIN  TAB,2023-W34,"2,023",34,0
DESWIN  TAB,2023-W35,"2,023",35,15
DESWIN  TAB,2023-W36,"2,023",36,8
DESWIN  TAB,2023-W37,"2,023",37,7
DESWIN  TAB,2023-W38,"2,023",38,0
DESWIN  TAB,2023-W39,"2,023",39,10
DESWIN  TAB,2023-W40,"2,023",40,0
DESWIN  TAB,2023-W41,"2,023",41,2
DESWIN  TAB,2023-W42,"2,023",42,11
DESWIN  TAB,2023-W43,"2,023",43,5
DESWIN  TAB,2023-W44,"2,023",44,5
DESWIN  TAB,2023-W45,"2,023",45,0
DESWIN  TAB,2023-W46,"2,023",46,15
DESWIN  TAB,2023-W47,"2,023",47,14
DESWIN  TAB,2023-W48,"2,023",48,0
DESWIN  TAB,2023-W49,"2,023",49,12
DESWIN  TAB,2023-W50,"2,023",50,5
DESWIN  TAB,2023-W51,"2,023",51,5
DESWIN  TAB,2023-W52,"2,023",52,45
DESWIN  TAB,2023-W53,"2,023",53,0
DESWIN  TAB,2024-W01,"2,024",1,31
DESWIN  TAB,2024-W02,"2,024",2,58
DESWIN  TAB,2024-W03,"2,024",3,0
DESWIN  TAB,2024-W04,"2,024",4,23
DESWIN  TAB,2024-W05,"2,024",5,19
DESWIN  TAB,2024-W06,"2,024",6,15
DESWIN  TAB,2024-W07,"2,024",7,0
DESWIN  TAB,2024-W08,"2,024",8,2
DESWIN  TAB,2024-W09,"2,024",9,0
DESWIN  TAB,2024-W10,"2,024",10,52
DESWIN  TAB,2024-W11,"2,024",11,0
DESWIN  TAB,2024-W12,"2,024",12,13
DESWIN  TAB,2024-W13,"2,024",13,12
DESWIN  TAB,2024-W14,"2,024",14,15
DESWIN  TAB,2024-W15,"2,024",15,0
DESWIN  TAB,2024-W16,"2,024",16,5
DESWIN  TAB,2024-W17,"2,024",17,22
DESWIN  TAB,2024-W18,"2,024",18,48
DESWIN  TAB,2024-W19,"2,024",19,26
DESWIN  TAB,2024-W20,"2,024",20,49
DESWIN  TAB,2024-W21,"2,024",21,12
DESWIN  TAB,2024-W22,"2,024",22,28
DESWIN  TAB,2024-W23,"2,024",23,44
DESWIN  TAB,2024-W24,"2,024",24,69
DESWIN  TAB,2024-W25,"2,024",25,5
DESWIN  TAB,2024-W26,"2,024",26,0
DESWIN  TAB,2024-W27,"2,024",27,17
DESWIN  TAB,2024-W28,"2,024",28,17
DESWIN  TAB,2024-W29,"2,024",29,17
DESWIN  TAB,2024-W30,"2,024",30,10
DESWIN  TAB,2024-W31,"2,024",31,0
DESWIN  TAB,2024-W32,"2,024",32,12
DESWIN  TAB,2024-W33,"2,024",33,7
DESWIN  TAB,2024-W34,"2,024",34,41
DESWIN  TAB,2024-W35,"2,024",35,51
DESWIN  TAB,2024-W36,"2,024",36,30
DESWIN  TAB,2024-W37,"2,024",37,55
DESWIN  TAB,2024-W38,"2,024",38,0
DESWIN  TAB,2024-W39,"2,024",39,12
DESWIN  TAB,2024-W40,"2,024",40,5
DESWIN  TAB,2024-W41,"2,024",41,34
DESWIN  TAB,2024-W42,"2,024",42,48
DESWIN  TAB,2024-W43,"2,024",43,73
DESWIN  TAB,2024-W44,"2,024",44,22
DESWIN  TAB,2024-W45,"2,024",45,41
DESWIN  TAB,2024-W46,"2,024",46,31
DESWIN  TAB,2024-W47,"2,024",47,53
DESWIN  TAB,2024-W48,"2,024",48,22
DESWIN  TAB,2024-W49,"2,024",49,28
DESWIN  TAB,2024-W50,"2,024",50,18
DESWIN  TAB,2024-W51,"2,024",51,24
DESWIN  TAB,2024-W52,"2,024",52,26
DESWIN  TAB,2024-W53,"2,024",53,0
DESWIN  TAB,2025-W01,"2,025",1,29
DESWIN  TAB,2025-W02,"2,025",2,45
DESWIN  TAB,2025-W03,"2,025",3,44
DESWIN  TAB,2025-W04,"2,025",4,19
DESWIN  TAB,2025-W05,"2,025",5,10
DESWIN  TAB,2025-W06,"2,025",6,39
DESWIN  TAB,2025-W07,"2,025",7,7
DESWIN  TAB,2025-W08,"2,025",8,15
DESWIN  TAB,2025-W09,"2,025",9,20
DESWIN  TAB,2025-W10,"2,025",10,10
DESWIN  TAB,2025-W11,"2,025",11,30
DESWIN  TAB,2025-W12,"2,025",12,5
DESWIN  TAB,2025-W13,"2,025",13,0
DESWIN  TAB,2025-W14,"2,025",14,0
DESWIN  TAB,2025-W15,"2,025",15,42
DESWIN  TAB,2025-W16,"2,025",16,7
DESWIN  TAB,2025-W17,"2,025",17,33
DESWIN  TAB,2025-W18,"2,025",18,42
DESWIN  TAB,2025-W19,"2,025",19,28
DESWIN  TAB,2025-W20,"2,025",20,42
DESWIN  TAB,2025-W21,"2,025",21,19
DESWIN  TAB,2025-W22,"2,025",22,32
DESWIN  TAB,2025-W23,"2,025",23,15
DESWIN  TAB,2025-W24,"2,025",24,128
DESWIN  TAB,2025-W25,"2,025",25,36
DESWIN  TAB,2025-W26,"2,025",26,41
DESWIN  TAB,2025-W27,"2,025",27,35
DESWIN  TAB,2025-W28,"2,025",28,19
DESWIN  TAB,2025-W29,"2,025",29,34
DESWIN  TAB,2025-W30,"2,025",30,33
DESWIN  TAB,2025-W31,"2,025",31,24
DESWIN  TAB,2025-W32,"2,025",32,31
DESWIN  TAB,2025-W33,"2,025",33,50
DESWIN  TAB,2025-W34,"2,025",34,19
DESWIN  TAB,2025-W35,"2,025",35,46
DESWIN  TAB,2025-W36,"2,025",36,66
DESWIN  TAB,2025-W37,"2,025",37,47
DESWIN  TAB,2025-W38,"2,025",38,38
DESWIN  TAB,2025-W39,"2,025",39,53
DESWIN  TAB,2025-W40,"2,025",40,32
DESWIN  TAB,2025-W41,"2,025",41,45
DESWIN  TAB,2025-W42,"2,025",42,36
K GLIM-M 1MG,2022-W01,"2,022",1,45
K GLIM-M 1MG,2022-W02,"2,022",2,24
K GLIM-M 1MG,2022-W03,"2,022",3,60
K GLIM-M 1MG,2022-W04,"2,022",4,30
K GLIM-M 1MG,2022-W05,"2,022",5,0
K GLIM-M 1MG,2022-W06,"2,022",6,15
K GLIM-M 1MG,2022-W07,"2,022",7,30
K GLIM-M 1MG,2022-W08,"2,022",8,0
K GLIM-M 1MG,2022-W09,"2,022",9,0
K GLIM-M 1MG,2022-W10,"2,022",10,15
K GLIM-M 1MG,2022-W11,"2,022",11,0
K GLIM-M 1MG,2022-W12,"2,022",12,0
K GLIM-M 1MG,2022-W13,"2,022",13,30
K GLIM-M 1MG,2022-W14,"2,022",14,15
K GLIM-M 1MG,2022-W15,"2,022",15,0
K GLIM-M 1MG,2022-W16,"2,022",16,53
K GLIM-M 1MG,2022-W17,"2,022",17,60
K GLIM-M 1MG,2022-W18,"2,022",18,0
K GLIM-M 1MG,2022-W19,"2,022",19,15
K GLIM-M 1MG,2022-W20,"2,022",20,0
K GLIM-M 1MG,2022-W21,"2,022",21,45
K GLIM-M 1MG,2022-W22,"2,022",22,0
K GLIM-M 1MG,2022-W23,"2,022",23,45
K GLIM-M 1MG,2022-W24,"2,022",24,0
K GLIM-M 1MG,2022-W25,"2,022",25,45
K GLIM-M 1MG,2022-W26,"2,022",26,15
K GLIM-M 1MG,2022-W27,"2,022",27,30
K GLIM-M 1MG,2022-W28,"2,022",28,65
K GLIM-M 1MG,2022-W29,"2,022",29,0
K GLIM-M 1MG,2022-W30,"2,022",30,30
K GLIM-M 1MG,2022-W31,"2,022",31,60
K GLIM-M 1MG,2022-W32,"2,022",32,6
K GLIM-M 1MG,2022-W33,"2,022",33,0
K GLIM-M 1MG,2022-W34,"2,022",34,48
K GLIM-M 1MG,2022-W35,"2,022",35,30
K GLIM-M 1MG,2022-W36,"2,022",36,0
K GLIM-M 1MG,2022-W37,"2,022",37,5
K GLIM-M 1MG,2022-W38,"2,022",38,15
K GLIM-M 1MG,2022-W39,"2,022",39,12
K GLIM-M 1MG,2022-W40,"2,022",40,45
K GLIM-M 1MG,2022-W41,"2,022",41,0
K GLIM-M 1MG,2022-W42,"2,022",42,45
K GLIM-M 1MG,2022-W43,"2,022",43,45
K GLIM-M 1MG,2022-W44,"2,022",44,15
K GLIM-M 1MG,2022-W45,"2,022",45,45
K GLIM-M 1MG,2022-W46,"2,022",46,0
K GLIM-M 1MG,2022-W47,"2,022",47,30
K GLIM-M 1MG,2022-W48,"2,022",48,30
K GLIM-M 1MG,2022-W49,"2,022",49,30
K GLIM-M 1MG,2022-W50,"2,022",50,75
K GLIM-M 1MG,2022-W51,"2,022",51,18
K GLIM-M 1MG,2022-W52,"2,022",52,0
K GLIM-M 1MG,2022-W53,"2,022",53,0
K GLIM-M 1MG,2023-W01,"2,023",1,15
K GLIM-M 1MG,2023-W02,"2,023",2,0
K GLIM-M 1MG,2023-W03,"2,023",3,35
K GLIM-M 1MG,2023-W04,"2,023",4,0
K GLIM-M 1MG,2023-W05,"2,023",5,21
K GLIM-M 1MG,2023-W06,"2,023",6,30
K GLIM-M 1MG,2023-W07,"2,023",7,0
K GLIM-M 1MG,2023-W08,"2,023",8,30
K GLIM-M 1MG,2023-W09,"2,023",9,0
K GLIM-M 1MG,2023-W10,"2,023",10,0
K GLIM-M 1MG,2023-W11,"2,023",11,30
K GLIM-M 1MG,2023-W12,"2,023",12,0
K GLIM-M 1MG,2023-W13,"2,023",13,0
K GLIM-M 1MG,2023-W14,"2,023",14,0
K GLIM-M 1MG,2023-W15,"2,023",15,0
K GLIM-M 1MG,2023-W16,"2,023",16,3
K GLIM-M 1MG,2023-W17,"2,023",17,35
K GLIM-M 1MG,2023-W18,"2,023",18,15
K GLIM-M 1MG,2023-W19,"2,023",19,0
K GLIM-M 1MG,2023-W20,"2,023",20,0
K GLIM-M 1MG,2023-W21,"2,023",21,0
K GLIM-M 1MG,2023-W22,"2,023",22,15
K GLIM-M 1MG,2023-W23,"2,023",23,0
K GLIM-M 1MG,2023-W24,"2,023",24,0
K GLIM-M 1MG,2023-W25,"2,023",25,30
K GLIM-M 1MG,2023-W26,"2,023",26,0
K GLIM-M 1MG,2023-W27,"2,023",27,20
K GLIM-M 1MG,2023-W28,"2,023",28,15
K GLIM-M 1MG,2023-W29,"2,023",29,25
K GLIM-M 1MG,2023-W30,"2,023",30,30
K GLIM-M 1MG,2023-W31,"2,023",31,78
K GLIM-M 1MG,2023-W32,"2,023",32,0
K GLIM-M 1MG,2023-W33,"2,023",33,0
K GLIM-M 1MG,2023-W34,"2,023",34,60
K GLIM-M 1MG,2023-W35,"2,023",35,15
K GLIM-M 1MG,2023-W36,"2,023",36,15
